Buyer,Country,Invoices,USD,GTIP,Description,Email,Website,Phone
LLC PROFINVEST,UKRAYNA,150,"$761,356",Profiller,"** ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ,KAĞ/IT KAPLANMAMIŞ,FİTİLSİZ) 2024/D1-00898  ** | ** ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLA/NMAMIŞ, FİTİLSİZ) 2024/D1-00898  ** | AL�E2�MİN4BYUM PRO21FİL BEYA8AZ,ALÜMİNY2 UM PROFİL /ELOKSAL MAT SİYAH RENKLİ,ALÜMİNYUM PROFİL RENKLİ","sn@prp.ua, pt@prp.ua, tl@prp.ua, hb@prp.ua, op@prp.ua, info@prp.ua, info@ua-region.com","https://profinvest.com/en/, https://profinvest.com/en/files.html","+380950005559, 0950005559, 3809500055, +2380950005559, +380950005559, +380675062585, +00152404577, +07386300055, 0675062585, +081837651631, 4737073863, 3806750625, 4750818376, 5585795379"
SURMAT S.R.O.,ÇEK CUMHURİYETİ,75,"$760,313",Profiller | İçi boş profiller,ALUMINYUM PROFIL (BO-YASIZ) | ALUMINYUM PROFIL (BOYASIZ) | ALÜMİNYUM PROFİL (BO-YASIZ),,,
FLEXO RAUMSYSTEME GMBH,ALMANYA,105,"$758,617",Profiller,ALÜMİNYUM PROFİL-BOY-ALI | ALÜMİNYUM PROFİL-ELO-KSALLI | ALÜMİNYUM PROFİL-PRE-S,,,
ÇİÇO COMPANY,IRAK,41,"$757,978",Profiller,9000 MT BESTPEN PVC -CAM CITASI BEYAZ | ALÜMİNYUM PROFİL (BO-YALI),,,
LLC BOFFER,RUSYA FEDERASYONU,136,"$757,759",Profiller | Çubuklar,ALM PROFİL} | ALM P_RFİL | ALM. KAPI }VE AKSAMI | ALM. KÖŞEBENT | ALM. PROFİL ( KAPAK -) | ALM. PROFİ}L | ALM. PROFİ}L (KAPAK) | ALM. PROFİ}L KAPAK | ALM. _KAPI | ALUMINYUM }KÖŞEBENT | ALUMINYUM }PROFİL,,,
DECEUNINCK GERMANY GMBH,ALMANYA,22,"$753,807",Profiller,"051E2699 /4B 15303 21 RAL9016 8ABOYALI ALM.2  PROFİL 6000 MM*152.99.60.051699.6,0,051199 / 15495 PRES ALM. PROFİL 6000 MM (MİLL FİNİSHED)*152.99.00.051199.6,0,052195 PRES ALM. PROFİL 2500 MM (MİLL FİNİSHED+DELİKLİ)*152.99.00.052195.2,6,052195 PRES ALM. PROFİL 6000 MM (MİLL FİNİSHED)*152.99.00.052195.6,0,052196 / PRES ALM. PROFİL 6000 MM (MİLL FİNİSHED)*152.9 | ALÜMİNYUM PROFİL (BO-YALI) | ALÜMİNYUM PROFİL (BO-YASIZ) | ALÜMİNYUM PROFİL (BOYASIZ)",,,
KIZILKAN STAHLHANDEL GMBH,ALMANYA,53,"$753,543",Profiller | İçi boş profiller,ALUMINYUM PROFIL PRE-S | ALÜMİNYUM PROFİL STANDART RENKLİ BOYALI/ | AŞIK PROFİ}Lİ | BAĞLANTI PRES SANDAR-T- KLEMP | BAĞLANTI PRES STANDART-SOMUN PRES STANDA/RT | E-0159 SOMUN - PRES - STANDART - 0018MM /- 6063 - T6 | E-0323 AŞIK PROFİLİ - PRES - STANDART - /2400MM - 6063 - T6 | E-0504 BAĞLANTI  -  PRES  -  STANDART  -/  0200MM  -  6063  -  T6,,,
ALINOX MICHAILIDIS PC.,YUNANİSTAN,63,"$749,757",Profiller,0.01*ALM.PROFİL ELOKSAL//AK-P6-5 STYLE D/OORS ÖZEL | 0.09*ALM.PROFİL PRES- | 0.11*ALM.PROFİL BOYA/RENKLİ BOYALI-2/MN6/17/PULVER 09618 | 0.12*ALM.PROFİL BOYA/AÇIK AHŞAP KAPLAMA // A4159V / | 0.14*ALM.PROF.RENKLİBOYALI-1 / RALL9005 /M10 / İBA,,,
TOO ELLINGTON HILLS,KAZAKİSTAN,61,"$748,801",Profiller | Çubuklar | İçi boş profiller,26 - 034.0107.49 7T16 - RAFTER HOLDER*03/4.0107.49 7T16 - | 26 - 130.3644.49 7T16 - GLAZING BEAD 2.2/MM*130.3644.49 7T16 - | 26 - 508.0120.49 7T16 - TRANSOM-MULLION /HI+ 87MM*508.0120.49 7T16 -,,,
GEZE DOO ZRENJANIN,SIRBİSTAN,13,"$748,591",Profiller,ALÜMİNYUM PROFİL | ALÜMİNYUM PROFİL (BO-YALI),"i.albunovic@geze.com, office-serbia@geze.com, info.de@geze.com",https://www.geze.rs/sr,"+497152203112, +491802923392, +38163217729, +381023519600, +497152203310"
"UNITED COMPANY FOR THE METIER OF ALUMINUM PVC, GRA",LİBYA,10,"$746,931",Profiller,,info@AlMotahidalibya.ly,https://almotahidalibya.ly/,"18927221000, 10006358246, 18911177200, 18921177200, 18941929192, 18911159686"
DECORA BLIND SYSTEMS LTD,KUZEY İRLANDA,23,"$746,799",Profiller,ALÜMİNYUM PROFİL PRE-S,,,
LEEB BALKONE GMBH,AVUSTURYA,31,"$746,592",Profiller | İçi boş profiller,"ALU WINKELPROFIL""GLM2024-178:1532KG"",ALU U-PROFIL""GLM2024-178:1.558KG""/""GLM2024-244:116KG"",DREIECK F+ORMROHR""GLM2024-178:516KG""/""GLM2024-178:2.474KG"" | ALUE2-WINK4BELPROFI21L(GLM20248A1428:941 KG2 ),ALU-WINKELPROFIL(GLM20241428:1506 KG),ALU U-PROFIL(GLM20241428:+867 KG),ALU-WINKELPROFIL(GLM20241428:2235 KG),ALU U-PROFIL(GLM20241428:534 KG) | ALÜMİNYUM PROFİL (BOYASIZ, İZOLASYONSUZ)/ | PLATTE AUSSERMITTIG,-PLATTE MITTIG | SYSTEMSAEULE PLATTE MITTIG,SYSTEMSEAEULE/ PLATTE MITTIG",office@leeb-balkone.com,"https://www.leeb-balkone.com, https://www.leeb-balkone.com/at/","+4342787000, 0800202013, 08001801003, +43800202013, +498001801003"
APERTO ALIMINIUM GROUP LTD,YUNANİSTAN,52,"$746,498",Profiller,ALÜMİNYUM }PROFİL,,,
GERMAN MEDICAL SOLUTIONS (GMS),IRAK,4,"$746,070",Profiller,ALÜMİNYUM PROFİL (BOYASIZ) | ALÜMİNYUM PROFİL(BOY-ASIZ) | ALÜMİNYUM }PROFİL,info@gms-leipzig.com,"https://www.gms-germanmedicalsolutions.com/, https://www.gms-germanmedicalsolutions.com","493412565737, 96417787432"
RHINO PRODUCTS LTD,BİRLEŞİK KRALLIK,21,"$744,234",İçi boş profiller,ALUMİNYUM PROFİLLER (İÇİ BOŞ) (BOYASIZ) | ALUMİNYUM PROFİLLER (İÇİ BOŞ) (BOYASIZ) / 6195 ADET | ALUMİNYUM PROFİLLER (İÇİ BOŞ) (BOYASIZ)/ | ALÜMİNYUM PROFİL (5 -AD) | ALÜMİNYUM PROFİL (61-2 AD),,,
CONTEGO D.O.O.,BOSNA-HERSEK,178,"$740,752",Profiller | İçi boş profiller,"(D) ÜST HAREKET PROF.RAY MAT ELOKSAL L:2/00CM TOPLİNE 8 PLUS | 40 MM TEZGAH BİTİM KAPAMA, L:600 MM TK, /MAT*40 MM WORKTOP END CAP SET 0,600 MM MATT | AL�E2�MİN4BYUM JUN21İOR ÜST8A RAY 6000 M2 M MAT ELOKSAL*ALUMINIUM JR UPPER RAIL PROFILE 6000 MM MATT ANODIZED+ | BOYALI ALÜM.PROFİL  (FİTİLSİZ) | BOYALI ALÜM.PROFİL  -(FİTİLSİZ) | BOYALI ALÜM.PROFİL (- FİTİLSİZ) | BOYALI ALÜM.PROFİL (-FİTİLSİZ) | ELOKSALLI ALÜM.PROFİ-L (FİTİLSİZ) | ELOKSALLI ALÜM.PROFİ-L(FİTİLSİZ) | ELOKSALLI ALÜM.PROFİL  (FİTİLSİZ) | GOLA L BAĞLANTI ELEMANI LARGE*GOLA PROFI/LE LARGE CONNECTOR | MİNİ SİSTEM SÜPÜRGELİK ALM. 4000 MM MAT /ELOKSAL*MINI SISTEM ALM. SKIRTING 4000 MM MATT | TEZE2GAH A4BRA BİR21LEŞTİRM8AE ÇITASI 42 0 MM, L:600 MM MAT ELOKSAL*40 MM WORKTOP JOINING STRIP 0,600 MM MATT +ANODIZED | TEZE2GAH K4BÖŞE B21İRLEŞT�8A�RME ÇITAS2 I 40MM, L:600 MM MAT ELOKSAL*40 MM WORKTOP CORNER JOINING 0,600 MM MATT+","veleprodaja@contego.ba, nabava@contego.ba, marketing@contego.ba, racunovodstvo@contego.ba, info@contego.ba",https://contego.ba/,"+38730719100, +38763581269, +38735216197, +38751928546, +38762639016"
EMPIRIA -KARA OSMAN BROS,YUNANİSTAN,40,"$739,774",Profiller,ALÜMİNYUM PROFİL PRE-S | ALÜMİNYUM }PROFİL,,,
MEGA INSAAT MMC,AZERBEYCAN-NAHÇIVAN,46,"$739,065",Profiller,"ALÜMİNYUM PROFİL (BOYALI, İZOLASYONSUZ) | ALÜMİNYUM PROFİL (BOYALI, İZOLASYONSUZ)/ | ALÜMİNYUM PROFİL (BOYASIZ, İZOLASYONSUZ) | ALÜMİNYUM PROFİL (BOYASIZ, İZOLASYONSUZ)/",,,
LINK OOD,BULGARİSTAN,39,"$738,612",Profiller,"ALÜMİNYUM PROFİL PRES,ALÜMİNYUM PROFİL BOYALI",link_fsz@abv.bg,https://www.business.bg/en/f-160013/link-ood-sofia-2.html,"042/60 35 52, 042/62 90 08, 02/9714849"
SC ALPROF SA,ROMANYA,36,"$737,098",Profiller,ALÜMİNYUM }PROFİL,office@alprof.ro,https://www.alprof.ro,"40241255696, 40241255336, 40241225696"
DRUTEX S.A.,POLONYA,11,"$733,435",Profiller,SÜRME ALÜM. K.KAPAMA- PRF(ELOKMAT) | SÜRME ALÜM. RAY PROF-İLİ | SÜRME ALÜM. RAY PROFİLİ(MARKASIZ 14400 M/T) SÜRME KANAT ARASI ADAPÖR(MARKASIZ 60 MT) | SÜRME ALÜM.RAY PROFİ-Lİ | SÜRME KANAT ARASI AD-APÖR,,,
DOUKAS S.A,YUNANİSTAN,23,"$731,213",İçi boş profiller,ALÜMİNYUM }PROFİL,,,
BEST VERANDA OVERKAPPİNGEN B.V.,HOLLANDA,20,"$730,246",İçi boş profiller,"ALME2.PROF4BIL BOYA21 // RENKL8Aİ BOYALI 12  / RAL7016TEX / İBA PE58AT 7016 180SPX-İPEK PÜTÜRLÜ,ALM.PROFIL BOYA // RENKLİ BOYALI 1 / RAL7016-TEX / İBA PS75AT 7416 100SPX,ALM.PROFIL BOYA // RENKLİ BOYALI 1 / RAL 7016TEX / İBA PS75AT 7416 100SPX,ALM.PROFIL BOYA // RENKLİ BOYALI 1 / RAL9005-TEX / İBA PE58AT 9005 180SPX,ALM.PROFIL BOYA // RENKLİ BOYALI 1 / RAL90",,,
METALKA CENTAR D.O.O,HIRVATİSTAN,31,"$730,233",Profiller,"ALÜMİNYUM PROFİL (BOYALI, İZOLASYONSUZ) | ALÜMİNYUM PROFİL (BOYALI, İZOLASYONSUZ)/ | ALÜMİNYUM PROFİL (BOYASIZ, İZOLASYONSUZ)",,,
MASAR ALBONYAN FOR GENERAL TRADING CO. LTD.,ÜRDÜN,12,"$729,590",İçi boş profiller,ALÜMİNYUM BORU PROFİ-L,info@masaralbonyan.com,https://masaralbonyan.com,"9647901920893, 9647901949285"
SKY GLASS ALUMINIUM  INC,BIRLEŞIK DEVLETLER,17,"$729,565",Profiller,ALUMİNİUM PROFİLL PR-ES | PRES ALUMİNİUM PROFİ-LL,,,
SKYLIGHTEC S.R.O,ÇEK CUMHURİYETİ,29,"$729,247",Profiller,ALÜMİNYUM PROFİL  (BOYASIZ FİTİLSİZ)/ | ALÜMİNYUM PROFİL  (FİTİLSİZ VE BOYASIZ)/ | BOYALI ALÜM.PROFİL (-FİTİLSİZ) | ELOKSALLI ALÜM.PROFİ-L (FİTİLSİZ),,,
KORKER KFT,MACARİSTAN,24,"$724,714",Profiller,ELOKSAL KAPLAMALI PR-OFİL,,,
ALGANDOUZ FACTORY FOR MANUFACTURING ALUMİNUM,LİBYA,13,"$724,277",İçi boş profiller,BOYALI ALÜM.PROFİL  -(FİTİLSİZ) | ELOKSALLI ALÜM.PROFİ-L (FİTİLSİZ),,www.algandouz.ly,+218911240324
MASAT AL GHARİ GENERAL TRADİNG COMPANY L.L.C,IRAK,16,"$722,252",Profiller,ALÜMİNYUM BORU PROFİ-L,"webmaster@al-ghari.net, info@al-ghari.net",https://al-ghari.net/,9647801581040
EURO-ROAL D.O.O.,HIRVATİSTAN,58,"$722,000",Profiller | İçi boş profiller,"137E2 ÖN/4BST.BKM/21MET.GRİ/8AASAS/6 M,132 7 ÜST/ST.BKM/MET.GRİ/ASAS/6 M,137 ÖN/ST.BKM/A.MESE/ASAS/6 M,137 ÜST/ST.BKM/A.MESE/ASAS/6 M,137 ÖN/ST.BKM/KAHVE/ASAS/6 M,137 ÜST/ST.BKM/KAHVE/ASAS/6 M,165 ÖN/ST.BKM/ANT.GRİ/ASAS/6 M,165 ÜST/ST.BKM/ANT.GRİ/ASAS/6 M,165 ÖN/ST.BKM/KAHVE/ASAS/6 M,165 ÜST/ST.BKM/KAHVE/ASAS/6 M,165 ÖN/ST.BKM/MET.GRİ/ASAS/6 M,165 ÜST/ST.BKM | 300E2 ÜST4B/ST.BKM21/BEYAZ/AS8AAS/6 M,300 2 ÖN/ST.BKM/BEYAZ/ASAS/6 M,300 ÜST/ST.BKM/MET.GRİ/ASAS/6 M,300 ÖN/ST.BKM/MET.GRİ/ASAS/6 M,300 ÜST/ST.BKM/ANT.GRİ/ASAS/6 M,300 ÖN/ST.BKM/ANT.GRİ/ASAS/6 M,300 ÜST/ST.BKM/A.MESE/ASAS/6 M,300 ÖN/ST.BKM/A.MESE/ASAS/6 M,350 ÜST/ST.BKM/MET.GRİ/ASAS/6 M,350 ÖN/ST.BKM/MET.GRİ/ASAS/6 M,350 ÜST/ST. BKM/ANT.GRİ/ASAS/6 M,350 ÖN/S | ALUMINYUM BOYALI PRO-FIL | ALUMINYUM PRES PROFI-L | ALÜMİNYUM PROFİL (BOYASIZ, İZOLASYONSUZ)/",,,
SC ZACK COM IMPEX SRL,ROMANYA,128,"$721,752",Profiller,"BEYAZ BOYALI AL. PROFİL*A.P.BB,PD.34,00 /BEYAZ BOYALI AL. PROFİL*A.P.BBY.A34,PRES AL.PROFİL*A.P.P","zack@zack.ro, productie.aluminiu@zack.ro",https://www.zack.ro,"0744322773, 0742522522, +40241580996, 0241618620"
ALUMET LLC,GÜRCİSTAN,115,"$720,922",Profiller | Çubuklar | İçi boş profiller,ALÜMİNYUM PROFİL (BO-YALI) | ALÜMİNYUM PROFİL (BO-YASIZ) | ALÜMİNYUM PROFİL (EL-OKSALLI) | T350021/400301 S3-501 ORTA ADP. PRF. TAP/ASI ESKİ MLZ.: 40- ÜÇELSAN PLASTİK / RAL SİYAH,"purchase@alumet.ge, agobronidze@alumet.ge, info@alumet.ge",https://alumet.ge,"995595333339, 995577141173"
SC ALUMDAN GROUP SRL,MOLDOVA,240,"$719,761",Profiller,"ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ, KAĞIT/ KAPLANMAMIŞ,FİTİLSİZ) | ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLANMA/MIŞ,FİTİLSİZ) | ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLANMI/Ş,FİTİLSİZ) | ALÜMİNYUM PROFİL (BOYASIZ, KAĞIT KAPLANM/AMIŞ,FİTİLSİZ) | AL�E2�MİN4BYUM PRO21FİL AHŞ8AAP DESENLİ2 ,ALÜMİNYUM PROFİL BEYAZ,ALÜMİNYUM PROFİL BEYAZ AVR.19-24 MM ISI YALITI+MLI,ALÜMİNYUM PROFİL RENKLİ | ISI YALITIMLI ALÜMİNYUM PROFİL (BOYALI, /KAĞIT KAPLANMAMIŞ) | ISI YALITIMLI ALÜMİNYUM PROFİL (BOYALI, /KAĞIT KAPLANMIŞ) | ISI YALITIMLI ALÜMİNYUM PROFİL (BOYASIZ,/ KAĞIT KAPLANMAMIŞ)",,,
BONGARD LİND NOİSE PROTECTİON GMBH CO,ALMANYA,66,"$717,632",Profiller,ALUMİNYUM }PROFİL,,,
SUNCLEAR,FRANSA,26,"$714,616",Profiller | İçi boş profiller,ALÜMİNYUM PROFİL (BO-YASIZ) | ALÜMİNYUM PROFİL (EL-OKSALLI),,,
KETER HOME AND GARDEN PRODUCTS LTD,İSRAİL,13,"$712,940",İçi boş profiller,ALUMİNYUM PROFİLLER (İÇİ BOŞ) (BOYASIZ) | ALUMİNYUM PROFİLLER (İÇİ BOŞ) (BOYASIZ) / 6195 ADET | ALUMİNYUM PROFİLLER (İÇİ BOŞ) (BOYASIZ)/ | ALÜMİNYUM PROFİL (5 -AD) | ALÜMİNYUM PROFİL (61-2 AD),,,
VALMEX D.O.O,SIRBİSTAN,27,"$710,859",Profiller,ALÜMİNYUM PROFİL(BOYASIZ) | ALÜMİNYUM }PROFİL,info@valmex.rs,http://www.valmex.rs,"4999999999, 760691000000, 381113660476, 760611930000, 760611910000"
B.L HARBERT INTERNATIONAL L.L.C.,IRAK,23,"$708,837",Profiller,BOYA JOTUN CASTLE WHITE CLASS3 2 ADET BO/YA JOTUN CASTLE WHITE CLASS3 RAL1244992PX20 DUR4003,mainoffice@bharbert.com,https://blharbert.com,"2058022800, 97143636799"
EMEK GROUP FOR CONSTRUCTION CANTRACTING,IRAK,8,"$707,574",Profiller,ALÜMİNYUM PROFİL ---,,,
ABRAG ALSADIM CO GENERAL TRADING,IRAK,8,"$707,397",Profiller | İçi boş profiller,"İÇİ BOŞ ÇUBUK-Q50XQ4-0X3020X 12 AD | İÇİ DOLU ÇUBUK-75,0X-3020 X 67 AD",info@abragtrading.com,https://www.abragtrading.com/,"+20224555019, +20224555016"
"WILHELM SCHWARZMÜLLER GMBH  HANZING 11, A-4785",AVUSTURYA,7,"$707,382",İçi boş profiller,"ALUMİNYUM ALAŞIMLARINDAN İÇİ BOŞ PROFİLLER(BOYASIZ,ISI YALITIMI İÇERMEYEN)",office@schwarzmueller.com,"https://www.schwarzmueller.com, https://www.schwarzmueller.com/en/","+4377138000, +437713800297, +4336227230066"
LE METAL CENTRE,FRANSA,41,"$707,175",İçi boş profiller,"AL E2ÇUBU4BK 7075 21T6511 40 8AMM***1 (AL�2 �MİNYUM ALAŞIMLARINDAN ÇUBUK),AL ÇUBUK 7075 T6511 200 MM***2,AL ÇUBUK 7075 T6511 30 MM***3,AL ÇUBUK 7075 T6511 100 MM***4,AL ÇUBUK 7075 T6511 220 MM***5,AL ÇUBUK 7075 T6511 110 MM***6 | AL E2ÇUBU4BK 7075 21T6511 40 8AMM***1 (AL�2 �MİNYUM ALAŞIMLARINDAN ÇUBUK),AL ÇUBUK 7075 T6511 55 MM***2,AL ÇUBUK 7075 T6511 50 MM***3,AL ÇUBUK 7075 T6511 70 MM***4,AL ÇUBUK 7075 T6511 60 MM***5,AL ÇUBUK 7075 T6511 90 MM***6,AL ÇUBUK 7075 T6511 65 MM***7,AL ÇUBUK 7075 T6511 120 MM***8 | ALÜMİNYUM PROFİL (BO-YALI) | ALÜMİNYUM PROFİL (BO-YASIZ) | ALÜMİNYUM PROFİL (EL-OKSALLI)",,,
CONSTANT SP Z.O.O,POLONYA,17,"$707,148",Profiller,ALM.PROFİL.ELOKSAL.MAT;ALM.PROFİL.ELOKSA/L.MAT,,,
NOOR TRIPOLI COMPANY,LİBYA,14,"$706,259",Profiller | İçi boş profiller,ALÜMİNYUM PROFİL(BOYASIZ VE KAPLAMASIZ)/,,,
BREUER GMBH CO.& KG,ALMANYA,28,"$704,830",Profiller,ALÜMINYUM PROFIL (32-06 AD) | ALÜMINYUM PROFIL (3700 AD) | ALÜMINYUM PROFIL (42-12 AD) | ALÜMINYUM PROFIL (51-82 AD) | ALÜMINYUM PROFIL (54-72 AD) | ALÜMINYUM PROFIL (5876 AD),,,
STRAHLE RAUM SYSTEME - BORKHEIDE GMBH,ALMANYA,52,"$703,632",Profiller,ALÜMİNYUM PROFİL (BOYASIZ-KAPLAMASIZ)*50/0,,,
S.C. PROFILUX S.A.,ROMANYA,85,"$703,140",Profiller,ALUMİNYUM PROFİL ELO-KSALLI | ALÜMİNYUM PROFİL ELO-KSALLI,"asistenta.clienti@profilux.ro, office@profilux.ro",https://www.profilux.ro/,"+40213306091, +40213306092, +40722539359, +40744539359, +40748037071"
SALEM JALİL KESSESİAH &AMP : PARTNERS CO.,ÜRDÜN,11,"$699,796",,,,,962799994239
SCHÜCO INTERNATİONAL KG,ALMANYA,34,"$696,867",Profiller,ALÜMİNYUM }PROFİL,,,
ALLY MET TECNOLOGY,ROMANYA,46,"$696,211",Profiller,"** ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ,KAĞ/IT KAPLANMAMIŞ,FİTİLSİZ) 2024/D1-00898  ** | ** ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLA/NMAMIŞ, FİTİLSİZ) 2024/D1-00898  ** | ** ALÜMİNYUM PROFİL (BOYALI,KAĞIT KAPLAN/MIŞ,FİTİLSİZ) 2024/D1-00898  ** | ** ALÜMİNYUM PROFİL (BOYASIZ,KAĞIT KAPLA/NMAMIŞ,FİTİLSİZ) 2024/D1-00898  ** | ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ, KAĞIT/ KAPLANMAMIŞ,FİTİLSİZ) | ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLANMA/MIŞ,FİTİLSİZ) | ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLANMAMIŞ,FİTİLSİZ) | ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLANMI/Ş,FİTİLSİZ) | ALÜMİNYUM PROFİL (BOYASIZ, KAĞIT KAPLANM/AMIŞ,FİTİLSİZ) | ALÜMİNYUM PROFİL (BOYASIZ, KAĞIT KAPLANMAMIŞ,FİTİLSİZ)","adrian.tarcan@allymet.ro, office@allymet.ro","https://www.allymet.ro/, https://www.profil-aluminiu.ro/","0721404964, 0726200663, 0214200025, 0725540472, 0213611910, 0724363003, 0248610622, 0728914525, 0349880980"
REMIS GMBH,ALMANYA,145,"$695,334",Profiller | İçi boş profiller,"ALÜMİNYUM PROFİL | ALÜMİNYUM PROFİL [11-045.00 MT] | ALÜMİNYUM PROFİL [21-284.00 MT] | ALÜMİNYUM PROFİL [53-7.00 MT] | ALÜMİNYUM PROFİL [86-3.00 MT] | ALÜMİNYUM }PROFİL | ELEKTROSTATİK BOYALI DİĞER  RENKLER (4 6/95.00 KG) | ELEKTROSTATİK BOYALI DİĞER  RENKLER (948/.00 KG) | ELEKTROSTATİK BOYALI ÖZEL RENKLER (3 106/.00 KG) | ELEKTROSTATİK BOYALI ÖZEL RENKLER (4 131/.00 KG) | NATUREL ELOKSALLİ ALUMİNYUM PROFİL (1 73/5.00 KG) | NATUREL ELOKSALLİ ALUMİNYUM PROFİL (5 13/8.00 KG) | T1850*ALÜM.PROFİL EL-OKSALLI | T1850*ALÜM.PROFİL ELOKSALLI | T1850*ALÜM.PROFİL ELOKSALLI,T2091*ALÜM.P/ROFİL SİYAH ELOKSALLI | T1850.*ALÜM.PROFİL S-İYAH ELOKSALLI | T1850.*ALÜM.PROFİL SİYAH ELOKSALLI,T2091/*ALÜM.PROFİL SİYAH ELOKSALLI | T1980*ALÜM.PROFİL BO-YALI | T2091*ALÜM.PROFİL Sİ-YAH ELOKSALLI | T2091*ALÜM.PROFİL SİYAH ELOKSALLI | T2091*ALÜM.PROFİL SİYAH ELOKSALLI,T1850./*ALÜM.PROFİL SİYAH ELOKSALLI",,,
TOOLS BIIF S.R.L.,ROMANYA,14,"$694,108",Profiller,"1520102010001*MAT ELOKSALLI ALÜMİNYUM PR/OFİL | 1520102010001*MAT ELOKSALLI ALÜMİNYUM PR/OFİL,1520101010001*PRES ALÜMİNYUM PROFİL","contact@somnfest.ro, contact@saltelepaturi.ro","https://saltelepaturi.ro, https://somnfest.ro","+40318059211, +40739782466, +40730081125, +0734224455, 0318059211"
COMFORTEX TEHNO SYSTEMS SRL,ROMANYA,20,"$693,928",Profiller | İçi boş profiller,ALÜMİNYUM }PROFİL | MEKANİK İŞLEM GÖRMÜŞ ALÜMİNYUM PROFİL/ | STR MARKALI RENKLİ A-LÜMİNYUM PROFİL | İŞLENMİŞ ALÜMİNYUM P-ROFİL,contact@comfortex.ro,https://comfortex.ro/,"+40754595959, +40741595959, +40785595959, 0754595959, 0741595959, 0785595959"
HELMUT WEISBENDER GMBH &CO KG,ALMANYA,54,"$693,005",İçi boş profiller,ALÜMİNYUM PROFİL (BO-YALI) [720.00 MT] | ALÜMİNYUM PROFİL (BOYALI) [13453.40 MT]/ | ALÜMİNYUM PROFİL (BOYALI) [7716.00 MT]/ | ALÜMİNYUM PROFİL (BOYASIZ) [12327.75 MT]/ | ALÜMİNYUM PROFİL (BOYASIZ) [2393.00 MT]/ | ALÜMİNYUM PROFİL (BOYASIZ) [6522.00 MT]/ | ALÜMİNYUM PROFİL (ELOKSALLI) [23026.60 M/T] | ALÜMİNYUM PROFİL (ELOKSALLI) [2934.00 MT/] | ALÜMİNYUM PROFİL (ELOKSALLI) [38292.00 M/T],,,
SHADOWXL SP Z O.O.,POLONYA,27,"$692,962",Profiller,"ALÜMİNYUM BOYALI PROFİL 4856 TEKSTÜR 7016 ANTRASİT 6063 F22 4000 MM,ALÜMİNYUM BOYALI PROFİL 6880 TEKSTÜR 7016 ANTRASİT 6063 F22 5060 MM,ALÜMİNYUM BOYALI PROFİL 6880 TEKSTÜR 7016 ANTRASİT 6063 F22 6060 MM,ALÜMİNYUM BOYALI PROFİL 6882 TEKSTÜR 7016 ANTRASİT 6063 F22 5060 MM,ALÜMİNYUM BOYALI PROFİL 6882 TEKSTÜR 7016 ANTRASİT 6063 F22 6060 MM,ALÜMİNYUM",,,
EURO-PROFIL D.O.O.,SIRBİSTAN,185,"$692,322",Profiller,ALÜMİNYUM }PROFİL,"maloprodaja@europrofil.rs, maloprodaja3@europrofil.rs, maloprodaja2@europrofil.rs, maloprodaja4@europrofil.rs, maloprodaja5@europrofil.rs, rif@europrofil.rs, euroenterijer@gmail.com, office@europrofil.rs, info@euro-profil.ba",https://europrofil.rs/,"+381113572925, 000017456423, 3811135729, 381668043031, +381668043031, 3816680430, 00381113572925, 381646458351, 381646458347, 4999999999, 381668086183, 381646458343, 381113558950, 0112513768, 381117701333, +38751492074, +38765647353, +38766777747, +38220674150, +38267533302, +381112500506, +381112506753"
PRIVREDNO DRUSTVO ZA GRADEVINARSTVO ENJERING,SIRBİSTAN,22,"$691,876",İçi boş profiller,ALÜMİNYUM PROFİL (BO-YASIZ),,,0996590000
